EmployeeNumber,Age,Education,EducationField,Gender,JobRole,NumCompaniesWorked,Over18,TotalWorkingYears,uuid,EmployeeNumber_HASH
1069,46,4,Medical,Male,Research Director,9,Y,23,7440f962-23a0-4950-bf79-77953afdfd51,c43645fdc8c5f3b4b896582b24fd90dc4e472d11301cb2f91c6d131e0b699be9d335bc374153e342436766db6d2f400af396e4ffcb9b03f6f8f6c7b1f5c55181
1070,54,4,Life Sciences,Female,Sales Executive,6,Y,13,b34bf864-cf9b-4a1b-8ea0-4dce01a93fd4,e77b2b1a224e0a1bc15f7b63b663cfbebc3556555710cd5767c258e70ccbafba8812c1c36d7640e9b30660aa99a91cf49c0b2e9df4177d7ca3d48bc0d102ca9b
1071,56,3,Medical,Female,Research Scientist,2,Y,18,de27525b-9600-4995-a7af-e66f4cc82d3d,d2c071664d047f7b66f59a8d7c5ef03cb19dad681deae54b8200d5eacaa54a8cb57d4f5d04534359007c3380c05cb2ff2863214d41ef3749f526a694f42d213b
1073,36,5,Medical,Female,Marketing Director,0,Y,15,075a8ff6-50c4-4f9f-aef9-88e009df733a,9035badaf7b659d509d554a9090d30aa9eae7e82ee6846db8add8a36bc687f6b3d5d1d4875662ad2447c7c1bf13d2979b059176d1b2fc5329d88b4d4f293acbe
1074,55,1,Medical,Male,Manager,7,Y,31,f8bea87f-3d75-4374-a9d5-a4858ea582be,fe48a127a99a86079703448e2a15b3eb6f9af533fb617b28e2f21c701ee36c4c5ae78a472ba49ad8bec8a0e74fea83b9978b518eae411dbbbc9cdc717d070b3b
1076,43,3,Medical,Male,Sales Executive,5,Y,18,c9b96602-0205-4442-927a-fcda3fe05c64,9f199e02d9221389cb08667a257be7346e8bce1309e9eb9c905cb472b89df02ed150d39fa9062362653a97b9993d001985b5090cf7860934b0cb7ef075c1a2ee
1077,20,3,Marketing,Female,Sales Representative,1,Y,2,b593134d-3e75-4ded-bd3f-ed250206de1c,c61d5d39676eea201712376389808c428e43e14bafedfeb36acd505f3200475d9bfb78788f3a0256b39f390d10927abafa71bdf90bf9729363a026889c564d1a
1079,21,3,Life Sciences,Female,Technician,1,Y,1,18918b29-ee88-4637-ab60-a7174c472ec3,7b36a781244d012fd3dc61f74454978567d677b24799fe8a721bcc010979a2e8b156670436f07d81ec7616393321d66537767ff5d7cb90ab0d754e6ab3293bcb
1080,46,4,Life Sciences,Female,Research Scientist,8,Y,19,a150f118-cfad-40d7-bd7b-b34a87fa826f,9e4e4544acb9ff7b186c1caba117c6a04c0bce88acc4a51bd23b72f26549d85c58e5006b8557d64f2ddf60402f54d5f171ff6f0552b2c2a72b8ab251812b112c
1081,51,4,Life Sciences,Male,Research Scientist,9,Y,18,1439f146-d46d-4700-b63c-25e2611d8bb3,db2a762dc92e00d3aa4c9ac7f24d49d57c0ec04ebb68a54eaadd7476e16d3ce579098ea07ffc5f135ebef2b98a15bb94e2e5e85c49fdafed8e3321268c6a6e77
1082,28,2,Technical Degree,Male,Brand Representative,1,Y,10,0de419c8-22a7-479c-94d3-9c87a3715d8a,daedf3c3457bee7dd78c2647129a2bc35ba82083526d96268307e1d9d7b6954c7b97d94d9b4528d0ca751ae64a4e579ad74e9ed6cf0ab07622a8700f3bba47d1
1083,26,2,Medical,Male,Technician,1,Y,6,46c2f260-bc46-422a-b84c-b2fe68984d26,7cf9d59cd9f832923f9eb37a3542e7328c00b33772fda8352e93fc504f0a69a8b707ab4476ba7b67731ceabcac3a9b130951b06d9d67c62d6ccc1f4adde55b65
1084,30,3,Other,Male,Marketing Director,0,Y,7,a67237e0-7a5a-4d09-bf17-e193778d7767,101f24e7022ffeac2e10c9fd8de921d3581f3c467e3cfca939d4b751c1adb57d917d34fc4b0709fbf969b73b3b63d600989ce76f94c7151c056458c09e046cb2
1085,41,2,Technical Degree,Female,Research Scientist,1,Y,10,028c06ea-ade4-4ea7-aef3-1e60ef08b1e5,2a38300fdc4785d082b93511301233939e581b636d7451e2f102d9d8c2dbf75771f0df2ff5867297ae01cb12de7fad1a6bc06db78e481929b4b9061775b37513
1088,38,1,Life Sciences,Female,Brand Representative,0,Y,20,ec346daa-1a4b-430e-876b-50f4cac83851,ea8595d4a176364ece95afa3f823fc00488f9251efbd9785fe5d7627d18e1a7a4ea64880373516863811617bd294b5945b61523074d875d96de93030af9b2176
1092,40,4,Technical Degree,Male,Brand Representative,4,Y,14,5c9c5cda-803c-49da-8104-2c169f0c8bf6,476021f47b9334b04391d78b5d1b0963357bf3f1396d82ea15a0885cab345384895a0866d555152ea538d867316500520fefa40a112a6819e4317323dd19ebb9
1094,27,5,Life Sciences,Male,Technician,1,Y,3,49a8b0a0-4d9b-4479-ad12-3852b050ee68,c13d8abc2f33ee54c91430dced6a9b7f35ff8638a19d820772473f9af0edae28008519e8ec28ce17af6fbfe7dfde0385668d051ab90c3d446685bd98e955e7aa
1096,55,1,Life Sciences,Male,Marketing Director,3,Y,23,3a52f262-be88-43d2-a8e6-b8663f3d9a0a,296d08dbe813de99a073c96f5c3e722c23eb1f4b8d03e9ab2f45ce537dcb32bb1ed20456a22980295d4a327a87144736e567fd7bcfb1a44f3537df80785a0cf5
1097,28,3,Other,Female,Research Scientist,3,Y,10,befc4c16-a765-4878-a95a-a2182b21b3fe,7203491515888f77eb64aa0e645c391801115788c513af826ca99e1939e31ce680eb2a2660d0ee1adf97d4de25e42b83f8b7fa5e816d734c2c1f14aa46184517
1098,44,2,Medical,Male,Human Resources,9,Y,24,71192cbb-b4f6-4a9e-973b-e54456c48467,4c1273e889e8cc4c3ef5295bbe754fa1ad7f275367299d30fed30e9ef1091891ae0583e529aad3c531b06a00d20623d89d7c75110f97a90072fa4986c218c3ea
1099,33,3,Life Sciences,Male,Brand Representative,4,Y,9,d103b1d6-0356-457c-815e-144aad790850,281afea03513783dc765c77382b2277165a4c65a342719d789f589830a0dd77c7bd8d970f0d24c871212df911b43ab85041502c0ca776beb49203f61f0274d25
1100,35,3,Technical Degree,Male,Sales Executive,0,Y,9,bbf0457b-3fda-46f5-b443-583c7b8d5ea2,3bcd12495ade1f6ecaa0a9af14478e89225fba0758af92c989350ffe8ee7992950c36be817a4e41405307e69bef74586798cb040dcf9ba5b7145ed2f93e22684
1101,33,4,Medical,Female,Research Scientist,1,Y,14,cbef23aa-a2a1-428f-a166-10200ff6280d,eed113023a3f3031bd16fa8a05787bb8a28ee77ab2f75ace168c58c71980cb2378cfba3abdaeddfd026fd1f00496f2f84a879bce99b52f8a223adbe02908e445
1102,28,2,Life Sciences,Male,Technician,1,Y,4,aaf1bddb-ab7b-4f8f-bff1-f83adccc7b84,ca1723bdbe1d0cb456bf247a9d642bf6b27c4c988a0364a8eea27e04d41178e3998a3892827508f7be6d466dd95730f5e6bc37d4fb830e15f984edd43ba27578
1103,34,1,Life Sciences,Male,Brand Representative,0,Y,7,cf4c5635-b3ec-4d99-affc-91b288fa76f3,57fde4733dc6c76e83e3369a0c9cbfc180516e40ba4ddab7fabfc0ce12535729c42214945cc723a057239dd265179cb26871e75b13637a60d3d97b102e62f320
1105,37,4,Life Sciences,Female,Sales Executive,2,Y,8,6d7a3612-3dd2-485a-9335-e3f4935622b7,db0b41aa25ee910bc44b87c7ba27001b982e252e5c5294d57faccb81846bf38d8f3aec4bce96761f3d3089fa0af41ec5facbc9ab237d87735bee16dba3d31d55
1106,25,1,Technical Degree,Male,Technician,1,Y,7,b83f9604-5b48-458a-baf6-af83c8d0c3dd,b6211163c9e513dd3da7eb89947c61aee5a954ca1cf5ea8f96f836b539734e530069a1f8bdfb26852bce405c0112065a18416d51602e7bd9d9aca5bba6d9491b
1107,26,3,Medical,Male,Technician,1,Y,1,da1800f8-a0df-4ac2-af2e-ef06bd346fee,039c5a6b4a44ac26b292f068c9dec878b531f6b71b51cb945f74bece4341de5b8f5c0ff8ed9360228041107a77c11c089b98c65571ad862df2e6dd5717a5f85b
1108,33,3,Medical,Male,Research Scientist,4,Y,5,88f1392f-af73-4076-a006-e55979ded3b3,443a34def060fc382da88494401820e903673217325acb550d5125645b98e1968a0dd1662d5b2375defed87ab126385f1c2d09dff3d13307f3f468457a9eef6b
1109,42,2,Medical,Male,Manager,0,Y,23,68867c6c-37df-4ed6-ae84-26c62f25481f,54a2dee0b9a760579b60ebb461b0ea83fc34f9830f649ad231740c62a0c3b02c1d4aa82e46d687b928e3f2c1226346b7c6863e5f3cdb39e40b865f6b7ddd9868
1111,28,3,Medical,Male,Technician,1,Y,1,4dc9d5a0-42e0-47f1-92f5-74d17e7d17f5,7ad2a3526efccae187d193b71a7436f4ddbddcfcfea854bcc967af48117760e014915bb923b48de1ccfd1b704cc193ae603b96c594556c782a29ae60becf369d
1113,50,4,Other,Male,Sales Executive,3,Y,5,24e66833-58da-4ca6-a791-e968b8caf063,dc5c19040503441cce6cd13bb217416de2d7eddf623a3c5ad41a68715c95f788bd91f91299d0856f70963ac5501805ce1e3026195d2d087da349dbabe4a5cc9d
1114,33,3,Life Sciences,Female,Sales Executive,0,Y,4,aa60da7b-4a3c-4e79-97c0-78b3604a5862,2bb3f45165f87b43ebb1cbfb37940133d7303e0622f9c42fb71d51d65e674b62c4409164ad473627a68141e16dbe17a15092ec4203c263ff88070bc8cdbf74e4
1115,34,4,Life Sciences,Male,Research Scientist,3,Y,6,111202f1-39ea-473d-9d46-c22b081a16ac,e08953053e4bc9348798bb0089aea47c487685be031c5a8fe132411db7b3fde30da51f9aae84401c9249089fd5885743f9eecbc2459e7b0598a2560762bcf0c4
1116,48,4,Medical,Male,Manager,2,Y,27,c9e5ae0c-84c8-4365-a313-ad4392398de1,9b2cc4e83fbd17bd6010dea49fb760576a7fda8202204d5655024cb67dd0553582d12353a8d85337926b59345a63b1445b47f08efde780b4e1aa1daab5c6b198
1117,45,4,Life Sciences,Female,Sales Executive,1,Y,15,eaa9ba49-ce34-4380-b8ad-8c0f88b6a8d5,53e3be5b09bc35ddab23f3d42d28fa97028338f58dc9f240cce362334ca24fd319d9ca45f86ef33724d4f622b5c345db2b118d5dd48054a3601dd67889f42e5e
1118,52,4,Life Sciences,Male,Brand Representative,7,Y,18,35e45194-44b3-4860-b752-d8db51c880ef,949369d4a029f96e6150a0c68c5df838817018a916dc12cde142f26e47151f853809ed3c069b8669c7c7a4129192260294790368209c7ee27954b4d9c7212623
1119,38,4,Marketing,Male,Sales Executive,0,Y,9,d7752d74-e12c-40b6-84ea-ad07efa4856d,9c64d9143b2279f16b98181ce70a5d2d2a33b7f6799596218b58981567eb9c75cb257a941d2ae3ed1d737302e4b1145f494a622f096b647a66337e3e53315cf8
1120,29,4,Life Sciences,Female,Research Scientist,4,Y,11,fdda034a-49fa-4f75-99d6-20b890149b0b,feaf8decd282415cba62e2892d4665ad18b158bfb5eebb526e7c630a850820647cafaae5a36ecb8dadd6b4caedcda93bb0c837befef0615be8bc42552186854a
1121,28,3,Medical,Female,Marketing Director,0,Y,10,7dd031f1-5ffd-4ee6-a473-b8ba8e3ee61f,4aae0a627725d1801ed8bed4565b02c91272dd37627509ec0b7dce493ee77a1e258ca09c78c2ddea582ffd3ff47691fe8150bf42f30c4107d0951e9d71216dac
1124,46,1,Marketing,Male,Manager,3,Y,23,a3ab5a0c-68ea-4f17-811d-dd2bba3d7cd2,efaa0e8a4c0294d4b797506e68b34307e37d940a29bce81f050d2c948bbe0e759597783e201bd18dbb45b2cec7a83dd37a91e80fa7f4a1ad8038972796a1abab
1125,38,2,Marketing,Male,Sales Executive,7,Y,10,316959e7-7049-45b7-9b3f-35ed26089821,d03da94e883cc6ddae1177936596b2db1b398636242e19d543958049b2777a2e5f328d3e5852d4ae92a4e50b31f5cf171331e0a7faca2f19e598796be2413751
1126,43,3,Life Sciences,Female,Marketing Director,8,Y,18,33b838ad-4ecb-4b6d-907b-864319c6d86e,13bc4795953d4ef410fc464b169d902f3df8d0181f55b0b9c6b6896c6d4d19b3639d0ec8a1a46347f6a2e3d00f7d8dedae850e617942146bba770929b7696158
1127,39,3,Life Sciences,Male,Brand Representative,7,Y,21,c1c1bb64-1e47-406f-af74-62de9e26e14a,cb986eb915f2931603c5c627a33000decc8cde6313c2a5a1702706099d739c6ba6b114f00f065f1b19040f72e03c85851909f518ca96fd1f5dd668683b2f4202
1128,40,3,Medical,Male,Research Director,1,Y,21,6a2d57a9-c0aa-456c-aa9b-3abb49d6ca41,c14b6ed668560961d8799b0f94d8f80408e32ae9e886ceb0e89777c34e77326a2f45ab99ded6e058ac346b2d485b3e8bcded520cebc723a9994e2c501405c929
1131,21,1,Technical Degree,Female,Research Scientist,1,Y,2,650c9831-f78a-4376-a386-e1ddf32ceea3,018d72b6f82e045ee0922a235450417869b1339ec1e215136c1ea380b8724845fe6fb5f0e3748062d379ce42888ce7b27b4dd8486872589f7f7937ba3cfd727d
1132,39,3,Life Sciences,Male,Technician,9,Y,9,b27ad732-ffa9-4104-8b65-36bffef140c8,4829d7a6952a35e241398ccbfcca8dfdee6ecc59d60c197fd7f034b88f8004e150b9a35044cea8ef389c0632487c389467a25bbdb5b897350f473ee81103f81e
1133,36,4,Life Sciences,Male,Marketing Director,2,Y,18,2a11390f-de61-4174-b038-2c71e3e85e92,973d5a55f62d908a8a40fd9bf2f729a75e079519da2acb5ad9e8d2b9700ca7602e2b8a560e95f09ec0138b4a566066812ea04d37046c49b76ce29fcf134e21e2
1135,31,3,Life Sciences,Male,Sales Representative,0,Y,3,608b7772-e0fb-425f-be3e-12c1811d8be5,55c48e9d62b7158707bdd8d7f5d6edede165578c0b56928bab79273792eb641cd6896c460e7e64cf107991022254a181d78a687ac8354a58d9133124d83724d9
1136,28,1,Life Sciences,Male,Research Scientist,0,Y,6,bc688c42-be80-4977-9e40-c9d91830ce87,cd81497e03a3f89b602d2cc2984daa27d3f967396ce8ca6dc37c5f37437fa387bad734007f34e324d877ed337f56a5e5d8ec358235a63bd5e7c4f95237db0acd
1137,35,2,Marketing,Male,Sales Executive,1,Y,5,e115761c-653d-450c-b29d-c610844e954c,fb0e4ff2d71fab6c1d89dde2196491d69d8136a324476338c64da5d87e87ed444a19567bf3480ccba1355b7b7f6a77b64a039142e7d1ab820421eb05b5607d70
1138,49,4,Technical Degree,Male,Sales Executive,6,Y,22,8712ea1b-1210-474a-b0f0-3823001aef03,6b17d8fc39cc43e019e21d3fce794963211d7861e87896b1f59dda74634feec9b61d4bc11fb579dd7fb7ccf71c11d7f96d0041e4da6d07e67a7b0103413f7211
1140,34,2,Life Sciences,Male,Marketing Director,2,Y,5,081297c2-5368-4e7b-9e5a-7697c62d1f62,4875a4e308a2bb8466cef8af9a5a0dc7d8ec4c88dfc9f50ed4aebb4b223d87a24c652ae55f07e9d60ca282eac2c9a081f32d471012863d7cbcd7f315d77ed607
1143,29,3,Life Sciences,Female,Research Scientist,0,Y,8,8011bd13-f29e-4c61-9dd2-d2e07469fbee,142f75cea08426f42ce8fbb38f9ceaec9358ef5ba27adce302a980b1474c706ad6b54eba4f8cdf21282508d1668b4774867ed4e37e77a201f4e6825970efefac
1148,42,3,Medical,Male,Technician,4,Y,16,fee7d61e-4d30-4da4-af97-0ab4f0a5ff22,a0e232e39a934277af144968e1bfe3b44f831118075c5997d6c05ea8df7f276d566cb82ddf0edfcbddd238217265c10df48814f7fd32777645cd63ea74f8bc1e
1150,29,1,Medical,Male,Marketing Director,1,Y,10,b2e6d1ad-c7af-43db-8d62-1db96338c0c6,46c2d5a028d75bdba89b0083d84de9a91c9ebdf2375d9cf1b4aa09faf3b8f645bc8b1a458ccc27e438d8134ba95d7dfaac2724a0b3720971e3a81cb1f42e5dab
1152,38,3,Human Resources,Male,Human Resources,1,Y,7,09f5a9ce-66ae-410b-8097-cab40d531a5e,728846ade7b15696e7a7ccd0c44cd43ca53c80931e6c740784dd3d88e9b1e04eca409c81388be4eb7b9bbb39251ee1d69ddf8342c05d79fb95374ca44393d02c
1154,28,3,Life Sciences,Male,Research Scientist,1,Y,3,210acbca-d32c-425e-acd6-8a1d0c015692,6ddbe25c2911e9b81576b8867e704fa1b4fb2dabdc21966e8d5090c44f9a08c112b4a0f2bc3bc1c6f2a37f4da9ce224c107faefd24ec591035b302ba5fd98baf
1156,18,1,Medical,Male,Technician,1,Y,0,589f6499-16cc-45a1-a660-7ed52c64ac10,54798d91b7f75ed0ab1c7923d10d8ca6dd7fcc9aadbbd9c4145073019698eec182398c79899f23e7e56eafe7247e74c585ca3ec8f1c3471c143c26b0032e930e
1157,33,4,Marketing,Female,Sales Executive,0,Y,6,f0a9a639-b182-4b47-9d3d-2a0558108a20,fb0c0b18bc2cb4626afbfc7f32939e3dec84284b80056832fba5a36b356d1b6fbdffa8378607ee5d1ae176378f9f7fa5f75d04918eb4a5a0ccf23a89fd92264f
1158,41,4,Life Sciences,Male,Technician,3,Y,6,27a926f5-bce1-48b9-a26d-3006e2503376,f447d749521f77efdeb589a78d938952015eb302682f2223027613d8255b4491ac16cd204f99b1b22b79f24be91c44ef7c7a36e34b1c06dbf48a9f23a3b56640
1160,31,3,Medical,Male,Technician,1,Y,2,b745a93a-8b54-4782-975a-0bbed0693fe4,ae91f36bbb1ba44be8be907bd9969ba70011523e0195ebaf43cf7c1336f92fba09be735781a6455aaad8c16307431e00d1f98dc94606db68c4f262f1996e1aa1
1161,37,2,Medical,Female,Brand Representative,7,Y,9,10ea7954-ff6f-43ba-bd9b-e3ca97fb9aa8,19528350be0eea737212e34e8f93cc68d83429761b6626b56ab8fe7f4cb45870a929cc56b22dae1380db1804c3f1af25142f47b9eca70f368a05c88a31d29ac1
1162,27,3,Life Sciences,Male,Research Scientist,1,Y,4,948a12eb-c95a-40d3-bce6-b67d7ff70bb9,c75c5f02a643ac875b778ea8b1793a936f939fc869e9707ded9e58d7d7168aa4a50ce76266a76d066d298afee286c849be684d59407cc491f8ea62210563ad4d
1163,34,1,Life Sciences,Female,Sales Executive,1,Y,6,34d499d9-b491-45ee-ac11-1798a5266cac,77c9c561f0e71f23c5048ec89b0ea73cea842ed11d9aa71d1ff27c80095238ca092930dcf56fe7eb0de663dd0db1e631a699285798fe85925876e0424a484a7d
1164,35,4,Technical Degree,Male,Human Resources,1,Y,6,aba8d82f-5619-4079-9577-b9ff7328b1d7,ea294e5f10c6f8a1487e58c0e9c632464eb4e0239da74432c5bcbb9637ecc8a16a2b3d8a06a999d90599fef48d5a0efe25d1a691e1da610b0aa7017e28999519
1165,29,1,Life Sciences,Female,Sales Executive,1,Y,11,ac302601-36b8-4a72-a13c-d931679c2669,4da3f462aaa7f4750d1121633a999cb842b1c26f6cee93fa4721bc23f363bd37d329a530fe25cab695a44f5059e3e25349ec629a1532100b8f0952290716fa24
1166,40,4,Medical,Female,Research Director,9,Y,20,d616163d-9848-45fe-9820-64a090510935,0e49cd23e97477e7faa4de39d0f142e9150bfe56e53bd9a5eca06d0363e3810e253f2c26fe36b3075305180ad8c006148b46beccdc1f9c119516d802835809a6
1167,42,3,Life Sciences,Male,Sales Executive,0,Y,22,0fcfdf95-3414-4e00-8bbe-025efe9862be,461325cc9aef6d3c4d0aad5c7e0ca1df1e7ba76ccaee71b4206289a2bfcf1ee65d9c1ac08dc1bef192781ef13e5770582f6098dada22bbb148719749513cf503
1171,42,4,Marketing,Male,Sales Executive,7,Y,9,a6cbe941-8c55-4f16-8c69-d9a4c7395de8,6a9ccf5787ebaeeb2053ae8543cc0d4fa86e06c7ee3c905b89c94243d4f8b8827f1889705a7b2f78d3d36731b2cb87bc1cd2096d3d08c9022aaf2be9446f4c4e
1172,35,4,Medical,Male,Technician,6,Y,10,bd325f4f-747d-4537-b9df-ec473a88057c,ed7092de2a354943c203b34bb1613ef19d768cd522bfe75682c7f29e972416333fa89ed205659a877018bdf91c19cf6970bb76404c0e2d41364ed4176f1e282d
1173,24,3,Medical,Male,Technician,8,Y,6,9f7136c7-d3b8-4938-802f-2af6cd9e7f56,831698d9eac37845f88eb2c2a18f71ee919c5688e475875b4ffff2a5521b3987799053f42d0c52c6fa59aa27f4a11856947310ed11b2aaadcc802afe13ebf082
1175,28,1,Life Sciences,Female,Technician,1,Y,1,dc740a2a-a5b1-4b30-a386-094c14a7ce4b,902d40ad943bb9709b281fbd7a6294bb65eed5edfcc10c38caa0ea5d55d400fb4c0985eb40301e515ad4c0f8f06a48a4fefdaa5c0648ae0e1cd86d3a1639e83f
1177,26,4,Medical,Male,Technician,1,Y,8,d0bcad8e-1330-4a8f-a01d-995c77e8b4a2,39dc38e37116ff6963b99eaef362f45bee25c83273d8ed3b0fdcd4816c1c6cccffdb7597b28283aab7de0380a9377e17d01151da841091e71f56946ba6986c89
1179,30,3,Marketing,Male,Sales Executive,1,Y,10,75e5869b-d4c6-49f8-9789-b0a2b1fdcae1,060dc32bf262abc524e0abf38596f4c872e2c7516b19b671239b768d3fa299ded193524ebf6f6c887aa057fee038b432d80aaddb520e4b2c602623c2d37da1fc
1180,40,2,Medical,Female,Research Scientist,3,Y,16,dab0015a-15c4-4c87-98e4-e41ffea7e91d,c94936c91ed2c074a836f41216088820e07e69f84de50db315cf0f3d98ee1b75b392b00782602a608166c85d2be8c2646037e1ed6b57fcaaf952316393026668
1182,35,3,Life Sciences,Male,Marketing Director,2,Y,15,99a2b182-f4d3-4944-bc49-761729257315,41e4f1038ec2b2c337b4126541cf1e98c37c149c87b75c5428df32912015cc836fe7299e065dd820a79812c23ce7b8df99e896720752ee9f50cc321381c3ff8f
1184,34,3,Medical,Male,Brand Representative,0,Y,14,1ee59110-203c-44c9-b486-cda3f75164f0,2997b5cfe239733cf94f21286392cfe8f47b3fd32a828e8456078974cadf9ecbd310427a701218628604a563c7859900b54b83130b01ad361bcd72ca4a9476bd
1185,35,4,Other,Male,Technician,1,Y,2,f1d4b21b-73d7-4239-a97b-d325ce0ba198,f42d5ce415741efef6a3ebedd8f08f80f3f5f8152f12fe99c6182ccaa9ac33f7fd91499d6160332dec77cf6dfb8033409560c0070d8f6c681ea20777a2588062
1188,43,3,Marketing,Female,Sales Executive,8,Y,7,4cc2e0aa-bc49-4c90-b917-e726c6ad7483,b0aca25a9f4fa60cb90b3c36f9fcdd9d49a5995105b3554b104608796887e205940588e197c46faa1fd2bd33e611196eba824ffb2acb41b46b99f32341bd3dd6
1190,32,1,Life Sciences,Female,Sales Representative,1,Y,1,574dc6ec-dba1-446b-8522-7774eb66ff4e,86f93922bb10ae6b828fed3892595be783a11fffced5c70c9464b0feb79a8b6f2dcceda0e84ff12809a7048c4bd8a8d1c0d5c80d7e8277f1a77330f5a67a6c3f
1191,56,4,Technical Degree,Female,Manager,4,Y,28,8de6c809-af04-4f2c-be98-73feb51f73e5,e180de41d6cc665e32860ba33ad1c42d451b2cafbdef7d3f8cf9633da4917c7c7da464eec0364287c93e7cea128228edd3d28ec73860e32fa1cd9244ae0036d1
1192,29,1,Medical,Female,Technician,1,Y,10,0dbd2810-ff91-4ecf-979e-253d8f60df24,ba94d4fc5fe232daf760b0335f704ad7a81ef03999c0104e32563c6b5fafe0a88b11a131daf1475a6c91bcb6fdc7071326f1a684ab4568ec02c13aafa51342f4
1193,19,2,Life Sciences,Male,Research Scientist,1,Y,1,869544f5-3afc-47a7-8609-e75607886f18,03fb6bc2775a98b4014f6142db712f0f0747c87594de5ed4d2497b87bf83db40949b378465454540f44150bc2a7a94b21c99141572ca11ec534453ac11370583
1195,45,3,Medical,Female,Research Scientist,4,Y,7,7e9ac83a-d24c-4591-8191-6addc298e25e,e9329013cfebb0071587eec68047589d97b9662511b1b60937185fde275fedcc0d618b5e258f63e8f0b6bb75b71b44cc4b40550397fadc2f3c6520bed6079483
1196,37,3,Life Sciences,Female,Marketing Director,1,Y,14,eedd7864-7887-4a8c-ab8b-affee04c47df,fe178fb7d0c620b17a9e97ccdf30aebc58f600cf68836b6fe0d61ebfb76fc61aa70606a051ec70560f27d32f21d516a02e1b8e4316a8e8544af579c228f35f4a
1198,20,3,Life Sciences,Male,Technician,1,Y,2,630ea2c8-8273-46ad-a201-a4aa4a1acc41,7c7ce4eba07e4ef525d0210e63ca6f8852bd27f1bbd664b4138ab834e3ef5bbd6df001e207ab39f09383a5cd4d3275fa82deefd3fdf569b1bd8fa781d686d6e7
1200,44,4,Life Sciences,Male,Research Scientist,1,Y,6,29eadfed-74a6-46c1-a1bf-67a4b43a92b5,c748b830299c2887d453bbbd353a60f45b179ff2608118dab68fb0a8ad185e53e3b31656ead90970e988aee75cda66057d95dbdd0b7409a35de9fd2d47bdca78
1201,53,2,Medical,Female,Manager,3,Y,26,9ff3c6b4-0d92-47b6-aa20-9196c8916482,99cbf0d4ea486c2278db4ac7d5aec5a3c99fb09cab33bea83c97f4026b128147417b9c74d92a68e5fc4825b8a02c3875be45da98f327bd7f137dad53e425e941
1202,29,1,Life Sciences,Female,Research Scientist,0,Y,6,0fba839e-a169-49b3-a0d8-eba9e282b125,125d074991505c89c3db570dd6c90afa59b90b05d6b356684a2e5c99382893f66be2a06d025098452d30740a55a4f794e13d8b1e2dce042da70856f0c223f102
1203,22,4,Life Sciences,Male,Research Scientist,0,Y,1,f3f77589-4c38-493f-b05d-0b450aba0361,fe5846b3cf970270e418af83a427499f60a3113f5ea642754e421715c7b1bf8adfbb6d339c58a99fb176ad99dc18ceded334d0f7842fe5808cf5d4f36c4d9a01
1204,46,3,Marketing,Female,Manager,8,Y,28,fb33cfad-400a-4c50-a647-cead14e995aa,afd37ae0f95e93e1f724989590349d485cbb1610e3dbd50c6251092b4f6dbe230067d99df8f8f23bb2ef886c5464ebfd72be4e8df04fd9ac516e1ba68d2d4cdb
1206,44,3,Life Sciences,Male,Research Scientist,2,Y,6,4a6a5890-7c81-48d2-9e60-2be753e22e03,f820abe2ddbd954d36cc7225e0a67cd55fed041845065ca6883fa8c72001b51853eb2de2c27021014dc227b4a31101fc8f3ac31eae17a00a7f786d558ee48eae
1207,33,3,Human Resources,Male,Human Resources,1,Y,5,c4727a9a-60a4-40d8-b296-5926588062f4,ca13f052133426925b248008810672860a8c46736fb5321e49a0f12c175deff4a2e6424d7870a4a46392aced61555ef3186cc788fe9aa16fabc7584af37d4b6e
1210,41,2,Life Sciences,Male,Research Scientist,6,Y,5,43e48871-78fa-4b40-9c00-32826bba27e0,eb83b8b0218388bb500d002b46c38642f0d08acf0bdaf2dd3fbbb4948c6211e60c092dde651297234432bf1fd711676c504d74fef8fc7ac782ca0ae5039c638e
1211,30,4,Life Sciences,Male,Sales Executive,8,Y,8,0da6e2cc-e2a0-45c1-b3e2-99acf4a1af67,624c7f284d13a785385307167bd9745135d59b3e2c2d09dc6811cfc9de92ef1384bf6d946882e584428f59e4ca95400b88c68d65ed0b5456054d5877dd11f4d6
1212,40,4,Medical,Male,Sales Executive,5,Y,5,cb5dd4e4-d90d-47e2-95d0-ab1faff2a287,37cd62b12a63d7147b29e3f89504ecc0f07a5d189f5d6d190abe63215d9eb0cf1123d023a9e2f2f04340cc8fceb2200b956244e51400b3efa960aa91e8cff791
1215,50,3,Medical,Female,Manager,2,Y,32,80af71fd-f9cd-4f3b-8942-6fa9a9f0c6a3,520907c8b12b5233ceff64841b3ef59c3e35c4295085a3f7092c66d075532527504660ac9c212e12e0cd96c9d7fe46c0796d3e4ac2590aea7706e95a6d0f8f92
1216,28,4,Medical,Male,Technician,1,Y,6,fa270a3f-7e89-4438-aace-b87506ee5792,a7983e030e4a8f9e561821e00547052b8ccb49094f1c5cae7853ef4e5b17f43ce8bdc2357e90c741af11ca1029678d63eda8085aa401cac995739223c27be61c
1217,46,2,Life Sciences,Male,Research Director,5,Y,25,0622e597-b350-442c-b77f-ec59e8c0b481,72252139aa1eddc7420e8545b96cc065f09a1420115ff468397f957afec4e60ad85502fdcc36befd3bd1ac2efa638e14cbe9578a0839e5ea8a740d19ae8bed53
